source_utility,document_type,cliente_nombre,no_servicio,cuenta,rmu,rpu,limite_pago,corte_a_partir,periodo_inicio,periodo_fin,tarifa,medidor,multiplicador,no_hilos,lectura_actual_kwh,lectura_anterior_kwh,kwh_total,importe_total,cargo_fijo,subtotal_energia,subtotal,iva,fac_del_periodo,total_linea,tiene_consumo_historico,historico_count,file_path,file_name,mall_folder,recibos_subgroup,recibos_year_folder,recibos_year,parse_status,parse_error,text_len,pdfplumber_text_len,used_ocr,text_source,text_source_reason,extracted_pages,parsed_at
CFE,cfe_bill,MULTIBRAND OUTLET STORES SA CV,109150413852,70DP52P016671380,20196150427,,2026-01-26,2026-01-27,2025-12-15,2026-01-13,GDMTO,M755YEMULTIPLICADOR,1,3,,,,,376.86,8021.44,8429.21,1348.67,,10578.93,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Reduced/109150413852.pdf,109150413852.pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Reduced,,,ok,,3683,3683,False,pdfplumber,ok,2,2026-03-03T20:27:09
CFE,cfe_bill,MULTIBRAND OUTLET STORES SA CV,109150413852,70DP52P016671380,20196150427,,2026-02-28,2026-03-01,2026-01-13,2026-02-13,GDMTO,M755YEMULTIPLICADOR,1,3,,,,,435.62,7278.33,7703.00,1232.48,,9668.20,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Reduced/Reduced.pdf,Reduced.pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Reduced,,,ok,,3823,3823,False,pdfplumber,ok,2,2026-03-03T20:27:09
CFE,cfe_bill,LATAMGYM S A P I DE C V,109170506954,82DP52P018990115,20198170523,,2025-12-13,2025-12-14,2025-10-31,2025-11-30,GDMTH,GGT972MULTIPLICADOR,160,3,,,1213,,368.95,32832.31,33797.56,5407.61,,42416.93,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Smartfit/109170506954 (1).pdf,109170506954 (1).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Smartfit,,,ok,,3877,3877,False,pdfplumber,ok,2,2026-03-03T20:27:10
CFE,cfe_bill,LATAMGYM S A P I DE C V,109170506954,82DP52P018990115,20198170523,,2025-03-13,2025-03-14,2025-01-31,2025-02-28,GDMTH,397CFAMULTIPLICADOR,160,3,,,1760,,368.95,34854.92,35425.35,5668.06,,,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Smartfit/109170506954 (10).pdf,109170506954 (10).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Smartfit,,,ok,,3836,3836,False,pdfplumber,ok,2,2026-03-03T20:27:10
CFE,cfe_bill,LATAMGYM S A P I DE C V,109170506954,82DP52P018990115,20198170523,,2025-11-13,2025-11-14,2025-09-30,2025-10-31,GDMTH,GGT972MULTIPLICADOR,160,3,,,1117,,368.95,35417.07,36216.89,5794.70,,45452.99,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Smartfit/109170506954 (2).pdf,109170506954 (2).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Smartfit,,,ok,,3269,3269,False,pdfplumber,ok,2,2026-03-03T20:27:10
CFE,cfe_bill,LATAMGYM S A P I DE C V,109170506954,82DP52P018990115,20198170523,,2025-10-13,2025-10-14,2025-08-31,2025-09-30,GDMTH,GGT972MULTIPLICADOR,160,3,,,1153,,368.95,33483.61,34391.49,5502.64,,43161.80,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Smartfit/109170506954 (3).pdf,109170506954 (3).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Smartfit,,,ok,,3899,3899,False,pdfplumber,ok,2,2026-03-03T20:27:10
CFE,cfe_bill,LATAMGYM S A P I DE C V,109170506954,82DP52P018990115,20198170523,,2025-09-13,2025-09-14,2025-07-31,2025-08-31,GDMTH,GGT972MULTIPLICADOR,160,3,,,1185,,368.95,34402.44,35289.49,5646.32,,44288.48,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Smartfit/109170506954 (4).pdf,109170506954 (4).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Smartfit,,,ok,,3887,3887,False,pdfplumber,ok,2,2026-03-03T20:27:11
CFE,cfe_bill,LATAMGYM S A P I DE C V,109170506954,82DP52P018990115,20198170523,,2025-08-13,2025-08-14,2025-06-30,2025-07-31,GDMTH,GGT972MULTIPLICADOR,160,3,,,1120,,368.95,35425.56,36254.83,5800.77,,45500.17,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Smartfit/109170506954 (5).pdf,109170506954 (5).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Smartfit,,,ok,,3856,3856,False,pdfplumber,ok,2,2026-03-03T20:27:11
CFE,cfe_bill,LATAMGYM S A P I DE C V,109170506954,82DP52P018990115,20198170523,,2025-07-13,2025-07-14,2025-05-31,2025-06-30,GDMTH,397CFAMULTIPLICADOR,160,3,,,2080,,368.95,46552.44,47620.52,7619.28,,59764.36,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Smartfit/109170506954 (6).pdf,109170506954 (6).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Smartfit,,,ok,,3914,3914,False,pdfplumber,ok,2,2026-03-03T20:27:11
CFE,cfe_bill,LATAMGYM S A P I DE C V,109170506954,82DP52P018990115,20198170523,,2025-06-13,2025-06-14,2025-04-30,2025-05-31,GDMTH,397CFAMULTIPLICADOR,160,3,,,3200,,368.95,56628.65,57905.00,9264.80,,72671.61,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Smartfit/109170506954 (7).pdf,109170506954 (7).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Smartfit,,,ok,,3902,3902,False,pdfplumber,ok,2,2026-03-03T20:27:12
CFE,cfe_bill,LATAMGYM S A P I DE C V,109170506954,82DP52P018990115,20198170523,,2025-05-13,2025-05-14,2025-03-31,2025-04-30,GDMTH,397CFAMULTIPLICADOR,160,3,,,1920,,368.95,44208.42,45114.65,7218.34,,56619.83,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Smartfit/109170506954 (8).pdf,109170506954 (8).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Smartfit,,,ok,,3253,3253,False,pdfplumber,ok,2,2026-03-03T20:27:12
CFE,cfe_bill,LATAMGYM S A P I DE C V,109170506954,82DP52P018990115,20198170523,,2025-04-13,2025-04-14,2025-02-28,2025-03-31,GDMTH,397CFAMULTIPLICADOR,160,3,,,1600,,368.95,33201.66,33728.39,5396.54,,42329.95,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Smartfit/109170506954 (9).pdf,109170506954 (9).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Smartfit,,,ok,,3876,3876,False,pdfplumber,ok,2,2026-03-03T20:27:12
CFE,cfe_bill,LATAMGYM S A P I DE C V,109170506954,82DP52P018990115,20198170523,,2026-01-13,2026-01-14,2025-11-30,2025-12-31,GDMTH,GGT972MULTIPLICADOR,160,3,,,1176,,368.95,33161.11,33995.46,5439.27,,42665.23,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Smartfit/109170506954.pdf,109170506954.pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Smartfit,,,ok,,3742,3742,False,pdfplumber,ok,2,2026-03-03T20:27:12
CFE,cfe_bill,LATAMGYM S A P I DE C V,109170506954,82DP52P018990115,20198170523,,2026-02-13,2026-02-14,2025-12-31,2026-01-31,GDMTH,GGT972MULTIPLICADOR,160,3,,,1185,,427.19,32294.58,33209.33,5313.49,,41677.94,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Smartfit/Smart fit.pdf,Smart fit.pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Smartfit,,,ok,,3878,3878,False,pdfplumber,ok,2,2026-03-03T20:27:13
CFE,cfe_bill,ALRA TECK SA DE CV,098250352816,70DP52P016671601,20198250318,,2025-12-29,2025-12-30,2025-11-13,2025-12-15,GDMTO,CFP136MULTIPLICADOR,1,3,,,,,388.37,6478.02,6842.64,1094.82,,8588.49,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Steren/098250352816 (1).pdf,098250352816 (1).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Steren,,,ok,,5165,5165,False,pdfplumber,ok,2,2026-03-03T20:27:13
CFE,cfe_bill,ALRA TECK SA DE CV,098250352816,70DP52P016671601,20198250318,,2025-11-30,2025-12-01,2025-10-16,2025-11-13,GDMTO,CFP136MULTIPLICADOR,1,3,,,,,339.82,6024.27,6342.08,1014.73,,7959.98,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Steren/098250352816 (2).pdf,098250352816 (2).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Steren,,,ok,,5144,5144,False,pdfplumber,ok,2,2026-03-03T20:27:13
CFE,cfe_bill,ALRA TECK SA DE CV,098250352816,70DP52P016671601,20198250318,,2025-11-01,2025-11-02,2025-09-15,2025-10-16,GDMTO,CFP136MULTIPLICADOR,1,3,,,,,376.23,7609.45,7966.20,1274.59,,9997.67,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Steren/098250352816 (3).pdf,098250352816 (3).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Steren,,,ok,,5134,5134,False,pdfplumber,ok,2,2026-03-03T20:27:14
CFE,cfe_bill,ALRA TECK SA DE CV,098250352816,70DP52P016671601,20198250318,,2025-10-02,2025-10-03,2025-08-14,2025-09-15,GDMTO,CFP136MULTIPLICADOR,1,3,,,,,388.37,7263.81,7633.51,1221.36,,9580.09,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Steren/098250352816 (4).pdf,098250352816 (4).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Steren,,,ok,,5080,5080,False,pdfplumber,ok,2,2026-03-03T20:27:14
CFE,cfe_bill,ALRA TECK SA DE CV,098250352816,70DP52P016671601,20198250318,,2025-08-30,2025-08-31,2025-07-16,2025-08-14,GDMTO,CFP136MULTIPLICADOR,1,3,,,,,351.96,7301.84,7635.13,1221.62,,9583.04,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Steren/098250352816 (5).pdf,098250352816 (5).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Steren,,,ok,,5037,5037,False,pdfplumber,ok,2,2026-03-03T20:27:14
CFE,cfe_bill,ALRA TECK SA DE CV,098250352816,70DP52P016671601,20198250318,,2025-08-01,2025-08-02,2025-06-16,2025-07-16,GDMTO,CFP136MULTIPLICADOR,1,3,,,,,364.09,8434.06,8767.71,1402.83,,11003.95,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Steren/098250352816 (6).pdf,098250352816 (6).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Steren,,,ok,,4961,4961,False,pdfplumber,ok,2,2026-03-03T20:27:15
CFE,cfe_bill,ALRA TECK SA DE CV,098250352816,70DP52P016671601,20198250318,,2025-06-30,2025-07-01,2025-05-14,2025-06-16,GDMTO,CFP136MULTIPLICADOR,1,3,,,,,400.50,9600.59,9986.89,1597.90,,12534.48,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Steren/098250352816 (7).pdf,098250352816 (7).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Steren,,,ok,,4987,4987,False,pdfplumber,ok,2,2026-03-03T20:27:15
CFE,cfe_bill,ALRA TECK SA DE CV,098250352816,70DP52P016671601,20198250318,,2025-05-30,2025-05-31,2025-04-11,2025-05-14,GDMTO,CFP136MULTIPLICADOR,1,3,,,,,400.50,7985.21,8365.25,1338.44,,10498.94,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Steren/098250352816 (8).pdf,098250352816 (8).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Steren,,,ok,,4949,4949,False,pdfplumber,ok,2,2026-03-03T20:27:15
CFE,cfe_bill,ALBA TECK SA DE CV,098250352816,70DP52P016671601,20198250318,,2025-05-01,2025-05-02,2025-03-18,2025-04-11,GDMTO,CFP136MULTIPLICADOR,1,3,,,,,291.27,5195.07,5472.95,875.67,,6868.55,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Steren/098250352816 (9).pdf,098250352816 (9).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Steren,,,ok,,3221,3221,False,pdfplumber,ok,2,2026-03-03T20:27:16
CFE,cfe_bill,ALRA TECK SA DE CV,098250352816,70DP52P016671601,20198250318,,2026-01-26,2026-01-27,2025-12-15,2026-01-13,GDMTO,CFP136MULTIPLICADOR,1,3,,,,,376.86,4771.59,5125.39,820.06,,6432.85,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Steren/098250352816.pdf,098250352816.pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Steren,,,ok,,5056,5056,False,pdfplumber,ok,2,2026-03-03T20:27:16
CFE,cfe_bill,ALRA TECK SA DE CV,098250352816,70DP52P016671601,20198250318,,2026-02-28,2026-03-01,2026-01-13,2026-02-13,GDMTO,CFP136MULTIPLICADOR,1,3,,,,,435.62,4233.81,4643.74,743.00,,5828.75,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Steren/Steren.pdf,Steren.pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Steren,,,ok,,5217,5217,False,pdfplumber,ok,2,2026-03-03T20:27:16
CFE,cfe_bill,ESPECIALIDADES JAPONESAS DEL C,109230863204,70DP52P016671402,20198230825,,2025-12-29,2025-12-30,2025-11-13,2025-12-15,GDMTO,NB306CMULTIPLICADOR,1,3,,,,,388.37,17098.83,17783.43,2845.35,,22318.49,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Sushi Roll/109230863204 (1).pdf,109230863204 (1).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Sushi Roll,,,ok,,5373,5373,False,pdfplumber,ok,2,2026-03-03T20:27:17
CFE,cfe_bill,ESPECIALIDADES JAPONESAS DEL C,109230863204,70DP52P016671402,20198230825,,2025-03-30,2025-03-31,2025-02-13,2025-03-13,GDMTO,NB306CMULTIPLICADOR,1,3,,,,,339.82,14663.85,15257.84,2441.25,,19148.72,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Sushi Roll/109230863204 (10).pdf,109230863204 (10).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Sushi Roll,,,ok,,5279,5279,False,pdfplumber,ok,2,2026-03-03T20:27:17
CFE,cfe_bill,ESPECIALIDADES JAPONESAS DEL C,109230863204,70DP52P016671402,20198230825,,2025-11-30,2025-12-01,2025-10-16,2025-11-13,GDMTO,NB306CMULTIPLICADOR,1,3,,,,,339.82,17461.73,18084.95,2893.59,,22697.28,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Sushi Roll/109230863204 (2).pdf,109230863204 (2).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Sushi Roll,,,ok,,5383,5383,False,pdfplumber,ok,2,2026-03-03T20:27:17
CFE,cfe_bill,ESPECIALIDADES JAPONESAS DEL C,109230863204,70DP52P016671402,20198230825,,2025-11-01,2025-11-02,2025-09-15,2025-10-16,GDMTO,NB306CMULTIPLICADOR,1,3,,,,,376.23,22068.71,22825.16,3652.03,,28645.67,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Sushi Roll/109230863204 (3).pdf,109230863204 (3).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Sushi Roll,,,ok,,5415,5415,False,pdfplumber,ok,2,2026-03-03T20:27:18
CFE,cfe_bill,ESPECIALIDADES JAPONESAS DEL C,109230863204,70DP52P016671402,20198230825,,2025-10-02,2025-10-03,2025-08-14,2025-09-15,GDMTO,NB306CMULTIPLICADOR,1,3,,,,,388.37,25539.42,26419.91,4227.19,,33157.09,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Sushi Roll/109230863204 (4).pdf,109230863204 (4).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Sushi Roll,,,ok,,5419,5419,False,pdfplumber,ok,2,2026-03-03T20:27:18
CFE,cfe_bill,ESPECIALIDADES JAPONESAS DEL C,109230863204,70DP52P016671402,20198230825,,2025-08-30,2025-08-31,2025-07-16,2025-08-14,GDMTO,NB306CMULTIPLICADOR,1,3,,,,,351.96,23693.08,24550.47,3928.08,,30811.10,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Sushi Roll/109230863204 (5).pdf,109230863204 (5).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Sushi Roll,,,ok,,5355,5355,False,pdfplumber,ok,2,2026-03-03T20:27:18
CFE,cfe_bill,ESPECIALIDADES JAPONESAS DEL C,109230863204,70DP52P016671402,20198230825,,2025-08-01,2025-08-02,2025-06-16,2025-07-16,GDMTO,NB306CMULTIPLICADOR,1,3,,,,,364.09,23279.39,24068.11,3850.90,,30206.26,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Sushi Roll/109230863204 (6).pdf,109230863204 (6).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Sushi Roll,,,ok,,5362,5362,False,pdfplumber,ok,2,2026-03-03T20:27:19
CFE,cfe_bill,ESPECIALIDADES JAPONESAS DEL C,109230863204,70DP52P016671402,20198230825,,2025-06-30,2025-07-01,2025-05-14,2025-06-16,GDMTO,NB306CMULTIPLICADOR,1,3,,,,,400.50,32512.89,33437.37,5349.98,,41964.78,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Sushi Roll/109230863204 (7).pdf,109230863204 (7).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Sushi Roll,,,ok,,5425,5425,False,pdfplumber,ok,2,2026-03-03T20:27:19
CFE,cfe_bill,ESPECIALIDADES JAPONESAS DEL C,109230863204,70DP52P016671402,20198230825,,2025-05-30,2025-05-31,2025-04-11,2025-05-14,GDMTO,NB306CMULTIPLICADOR,1,3,,,,,400.50,21495.28,22378.36,3580.54,,28084.88,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Sushi Roll/109230863204 (8).pdf,109230863204 (8).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Sushi Roll,,,ok,,5379,5379,False,pdfplumber,ok,2,2026-03-03T20:27:19
CFE,cfe_bill,ESPECIALIDADES JAPONESAS DEL C,109230863204,70DP52P016671402,20198230825,,2025-05-01,2025-05-02,2025-03-13,2025-04-11,GDMTO,NB306CMULTIPLICADOR,1,3,,,,,351.96,15831.18,16490.29,2638.45,,20696.04,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Sushi Roll/109230863204 (9).pdf,109230863204 (9).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Sushi Roll,,,ok,,3852,3852,False,pdfplumber,ok,2,2026-03-03T20:27:20
CFE,cfe_bill,ESPECIALIDADES JAPONESAS DEL C,109230863204,70DP52P016671402,20198230825,,2026-01-26,2026-01-27,2025-12-15,2026-01-13,GDMTO,NB306CMULTIPLICADOR,1,3,,,,,376.86,13544.58,14185.67,2269.71,,17803.51,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Sushi Roll/109230863204.pdf,109230863204.pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Sushi Roll,,,ok,,5213,5213,False,pdfplumber,ok,2,2026-03-03T20:27:20
CFE,cfe_bill,ESPECIALIDADES JAPONESAS DEL C,109230863204,70DP52P016671402,20198230825,,2026-02-28,2026-03-01,2026-01-13,2026-02-13,GDMTO,NB306CMULTIPLICADOR,1,3,,,,,435.62,14746.01,15454.30,2472.69,,19395.66,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Sushi Roll/Sushi Roll.pdf,Sushi Roll.pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Sushi Roll,,,ok,,5372,5372,False,pdfplumber,ok,2,2026-03-03T20:27:20
CFE,cfe_bill,TOP MART COMERCIAL SA DE CV,109191252766,16DP52P011620137,20196200106,,2025-10-26,2025-10-27,2025-08-11,2025-10-10,PDBT,472FHT,1,3,28381,23531,4850,25425,73.78,20185.22,20259.00,3241.44,23500.44,25425.25,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Top mart/109191252766 (1).pdf,109191252766 (1).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Top mart,,,ok,,5265,5265,False,pdfplumber,ok,2,2026-03-03T20:27:21
CFE,cfe_bill,TOP MART COMERCIAL SA DE CV,109191252766,16DP52P011620137,20196200106,,2025-08-25,2025-08-26,2025-06-10,2025-08-11,PDBT,472FHT,1,3,23531,17457,6074,31963,73.78,25394.18,25467.96,4074.87,29542.83,31963.20,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Top mart/109191252766 (2).pdf,109191252766 (2).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Top mart,,,ok,,5196,5196,False,pdfplumber,ok,2,2026-03-03T20:27:22
CFE,cfe_bill,TOP MART COMERCIAL SA DE CV,109191252766,16DP52P011620137,20196200106,,2025-06-26,2025-06-27,2025-04-08,2025-06-10,PDBT,472FHT,1,3,17457,10284,7173,36702,73.78,29171.15,29244.93,4679.19,33924.12,36702.91,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Top mart/109191252766 (3).pdf,109191252766 (3).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Top mart,,,ok,,5202,5202,False,pdfplumber,ok,2,2026-03-03T20:27:22
CFE,cfe_bill,TOP MART COMERCIAL SA DE CV,109191252766,16DP52P011620137,20196200106,,2025-04-24,2025-04-25,2025-02-07,2025-04-08,PDBT,472FHT,1,3,10284,5500,4784,24509,73.78,19455.58,19529.36,3124.70,22654.06,24509.52,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Top mart/109191252766 (4).pdf,109191252766 (4).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Top mart,,,ok,,5259,5259,False,pdfplumber,ok,2,2026-03-03T20:27:23
CFE,cfe_bill,TOP MART COMERCIAL SA DE CV,109191252766,16DP52P011620137,20196200106,,2025-12-25,2025-12-26,2025-10-10,2025-12-09,PDBT,472FHT,1,3,31587,28381,3206,16472,73.78,13051.30,13125.08,2100.01,15225.09,16472.22,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Top mart/109191252766.pdf,109191252766.pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Top mart,,,ok,,5273,5273,False,pdfplumber,ok,2,2026-03-03T20:27:24
CFE,cfe_bill,TOP MART COMERCIAL SA DE CV,109191252766,16DP52P011620137,20196200106,,2026-02-26,2026-02-27,2025-12-09,2026-02-09,PDBT,472FHT,1,3,34227,31587,2640,12769,85.44,10089.55,10174.99,1628.00,11802.99,12769.83,True,11,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Top mart/Top mart.pdf,Top mart.pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Top mart,,,ok,,5255,5255,False,pdfplumber,ok,2,2026-03-03T20:27:24
CFE,cfe_bill,COMERCIAL IAC SA DE CV,109180256930,70DP52P016671560,20198180221,,2025-12-29,2025-12-30,2025-11-13,2025-12-15,GDBT,811CHBMULTIPLICADOR,1,3,,,,,368.95,4214.23,4473.18,715.71,,5614.82,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Vertiche/109180256930 (1).pdf,109180256930 (1).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Vertiche,,,ok,,5272,5272,False,pdfplumber,ok,2,2026-03-03T20:27:24
CFE,cfe_bill,COMERCIAL IAC SA DE CV,109180256930,70DP52P016671560,20198180221,,2025-03-30,2025-03-31,2025-02-13,2025-03-13,GDBT,811CHBMULTIPLICADOR,1,3,,,,,368.95,4811.05,5060.86,809.74,,6352.34,False,0,/Users/jjesusricojericomelgoiza/Allux_Fraternity/08. V1_Espacio Aguascalientes/7. Recibos CFE/Espacio Aguascalientes - Vertiche/109180256930 (10).pdf,109180256930 (10).pdf,08. V1_Espacio Aguascalientes,Espacio Aguascalientes - Vertiche,,,ok,,5180,5180,False,pdfplumber,ok,2,2026-03-03T20:27:25
